"REF_DATE","GEO","DGUID","Air carrier levels","Balance sheet","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Number of carriers included","Number","223","units","0","v122615470","1.1.17","95","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Capital stock","Dollars","81","thousands","3","v122615471","1.1.18","2344297","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Retained earnings","Dollars","81","thousands","3","v122615472","1.1.19","4869335","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other items","Dollars","81","thousands","3","v122615473","1.1.20","625807","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total assets","Dollars","81","thousands","3","v122615474","1.2.1","29779596","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Current assets","Dollars","81","thousands","3","v122615475","1.2.2","8793694","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other financial assets","Dollars","81","thousands","3","v122615476","1.2.3","","x","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Operating property and equipment","Dollars","81","thousands","3","v122615477","1.2.4","25567647","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615478","1.2.5","8630957","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Non-operating property and equipment","Dollars","81","thousands","3","v122615479","1.2.6","","x","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615480","1.2.7","130085","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other assets","Dollars","81","thousands","3","v122615481","1.2.8","","x","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total liabilities and capital","Dollars","81","thousands","3","v122615482","1.2.9","29779596","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total liabilities","Dollars","81","thousands","3","v122615483","1.2.10","22525856","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Current liabilities","Dollars","81","thousands","3","v122615484","1.2.11","8293867","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616445","1.2.12","115256","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615485","1.2.13","12922423","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Deferred income taxes","Dollars","81","thousands","3","v122615486","1.2.14","553175","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other liabillities","Dollars","81","thousands","3","v122615487","1.2.15","641135","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total shareholders equity","Dollars","81","thousands","3","v122615488","1.2.16","7253740","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Number of carriers included","Number","223","units","0","v122615489","1.2.17","26","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Capital stock","Dollars","81","thousands","3","v122615490","1.2.18","2074360","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Retained earnings","Dollars","81","thousands","3","v122615491","1.2.19","4600964","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other items","Dollars","81","thousands","3","v122615492","1.2.20","578416","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Total assets","Dollars","81","thousands","3","v122615493","1.3.1","1674558","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Current assets","Dollars","81","thousands","3","v122615494","1.3.2","417266","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","All other financial assets","Dollars","81","thousands","3","v122615495","1.3.3","","x","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Operating property and equipment","Dollars","81","thousands","3","v122615496","1.3.4","1389421","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615497","1.3.5","484190","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Non-operating property and equipment","Dollars","81","thousands","3","v122615498","1.3.6","29763","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615499","1.3.7","55773","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","All other assets","Dollars","81","thousands","3","v122615500","1.3.8","","x","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Total liabilities and capital","Dollars","81","thousands","3","v122615501","1.3.9","1674558","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Total liabilities","Dollars","81","thousands","3","v122615502","1.3.10","1088859","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Current liabilities","Dollars","81","thousands","3","v122615503","1.3.11","301685","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616446","1.3.12","385442","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615504","1.3.13","351340","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Deferred income taxes","Dollars","81","thousands","3","v122615505","1.3.14","35667","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","All other liabillities","Dollars","81","thousands","3","v122615506","1.3.15","14725","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Total shareholders equity","Dollars","81","thousands","3","v122615507","1.3.16","585699","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Number of carriers included","Number","223","units","0","v122615508","1.3.17","69","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Capital stock","Dollars","81","thousands","3","v122615509","1.3.18","269937","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Retained earnings","Dollars","81","thousands","3","v122615510","1.3.19","268371","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","All other items","Dollars","81","thousands","3","v122615511","1.3.20","47392","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total assets","Dollars","81","thousands","3","v122615455","1.1.1","38115456","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Current assets","Dollars","81","thousands","3","v122615456","1.1.2","9924947","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other financial assets","Dollars","81","thousands","3","v122615457","1.1.3","","x","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Operating property and equipment","Dollars","81","thousands","3","v122615458","1.1.4","36557192","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615459","1.1.5","14832475","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Non-operating property and equipment","Dollars","81","thousands","3","v122615460","1.1.6","487231","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615461","1.1.7","","x","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other assets","Dollars","81","thousands","3","v122615462","1.1.8","1449486","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total liabilities and capital","Dollars","81","thousands","3","v122615463","1.1.9","38115456","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total liabilities","Dollars","81","thousands","3","v122615464","1.1.10","30168237","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Current liabilities","Dollars","81","thousands","3","v122615465","1.1.11","10062429","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616444","1.1.12","708802","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615466","1.1.13","17214282","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Deferred income taxes","Dollars","81","thousands","3","v122615467","1.1.14","574629","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other liabillities","Dollars","81","thousands","3","v122615468","1.1.15","1608095","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total shareholders equity","Dollars","81","thousands","3","v122615469","1.1.16","7947219","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Number of carriers included","Number","223","units","0","v122615470","1.1.17","100","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Capital stock","Dollars","81","thousands","3","v122615471","1.1.18","","x","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Retained earnings","Dollars","81","thousands","3","v122615472","1.1.19","1372319","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other items","Dollars","81","thousands","3","v122615473","1.1.20","","x","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total assets","Dollars","81","thousands","3","v122615474","1.2.1","36188027","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Current assets","Dollars","81","thousands","3","v122615475","1.2.2","9401913","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other financial assets","Dollars","81","thousands","3","v122615476","1.2.3","","x","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Operating property and equipment","Dollars","81","thousands","3","v122615477","1.2.4","35006204","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615478","1.2.5","14304754","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Non-operating property and equipment","Dollars","81","thousands","3","v122615479","1.2.6","448688","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615480","1.2.7","","x","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other assets","Dollars","81","thousands","3","v122615481","1.2.8","","x","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total liabilities and capital","Dollars","81","thousands","3","v122615482","1.2.9","36188027","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total liabilities","Dollars","81","thousands","3","v122615483","1.2.10","28951905","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Current liabilities","Dollars","81","thousands","3","v122615484","1.2.11","9670406","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616445","1.2.12","243423","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615485","1.2.13","16909116","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Deferred income taxes","Dollars","81","thousands","3","v122615486","1.2.14","533313","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other liabillities","Dollars","81","thousands","3","v122615487","1.2.15","1595647","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total shareholders equity","Dollars","81","thousands","3","v122615488","1.2.16","7236121","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Number of carriers included","Number","223","units","0","v122615489","1.2.17","26","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Capital stock","Dollars","81","thousands","3","v122615490","1.2.18","","x","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Retained earnings","Dollars","81","thousands","3","v122615491","1.2.19","1098226","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other items","Dollars","81","thousands","3","v122615492","1.2.20","","x","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Total assets","Dollars","81","thousands","3","v122615493","1.3.1","1927429","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Current assets","Dollars","81","thousands","3","v122615494","1.3.2","523034","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","All other financial assets","Dollars","81","thousands","3","v122615495","1.3.3","","x","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Operating property and equipment","Dollars","81","thousands","3","v122615496","1.3.4","1550988","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615497","1.3.5","527721","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Non-operating property and equipment","Dollars","81","thousands","3","v122615498","1.3.6","38544","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615499","1.3.7","21041","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","All other assets","Dollars","81","thousands","3","v122615500","1.3.8","","x","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Total liabilities and capital","Dollars","81","thousands","3","v122615501","1.3.9","1927429","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Total liabilities","Dollars","81","thousands","3","v122615502","1.3.10","1216331","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Current liabilities","Dollars","81","thousands","3","v122615503","1.3.11","392023","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616446","1.3.12","465379","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615504","1.3.13","305166","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Deferred income taxes","Dollars","81","thousands","3","v122615505","1.3.14","41316","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","All other liabillities","Dollars","81","thousands","3","v122615506","1.3.15","12447","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Total shareholders equity","Dollars","81","thousands","3","v122615507","1.3.16","711098","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Number of carriers included","Number","223","units","0","v122615508","1.3.17","74","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Capital stock","Dollars","81","thousands","3","v122615509","1.3.18","330174","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Retained earnings","Dollars","81","thousands","3","v122615510","1.3.19","274094","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","All other items","Dollars","81","thousands","3","v122615511","1.3.20","106831","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total assets","Dollars","81","thousands","3","v122615455","1.1.1","39525285","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Current assets","Dollars","81","thousands","3","v122615456","1.1.2","11083596","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other financial assets","Dollars","81","thousands","3","v122615457","1.1.3","","x","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Operating property and equipment","Dollars","81","thousands","3","v122615458","1.1.4","35920590","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615459","1.1.5","15793038","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Non-operating property and equipment","Dollars","81","thousands","3","v122615460","1.1.6","","x","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615461","1.1.7","669110","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other assets","Dollars","81","thousands","3","v122615462","1.1.8","","x","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total liabilities and capital","Dollars","81","thousands","3","v122615463","1.1.9","39525285","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total liabilities","Dollars","81","thousands","3","v122615464","1.1.10","36405766","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Current liabilities","Dollars","81","thousands","3","v122615465","1.1.11","10727018","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616444","1.1.12","378539","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615466","1.1.13","17786788","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Deferred income taxes","Dollars","81","thousands","3","v122615467","1.1.14","1145904","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other liabillities","Dollars","81","thousands","3","v122615468","1.1.15","6367517","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total shareholders equity","Dollars","81","thousands","3","v122615469","1.1.16","3119520","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Number of carriers included","Number","223","units","0","v122615470","1.1.17","98","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Capital stock","Dollars","81","thousands","3","v122615471","1.1.18","5047494","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Retained earnings","Dollars","81","thousands","3","v122615472","1.1.19","-2533903","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other items","Dollars","81","thousands","3","v122615473","1.1.20","605928","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total assets","Dollars","81","thousands","3","v122615474","1.2.1","37833311","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","Current assets","Dollars","81","thousands","3","v122615475","1.2.2","10572469","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other financial assets","Dollars","81","thousands","3","v122615476","1.2.3","","x","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","Operating property and equipment","Dollars","81","thousands","3","v122615477","1.2.4","34551519","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615478","1.2.5","15346529","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","Non-operating property and equipment","Dollars","81","thousands","3","v122615479","1.2.6","","x","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615480","1.2.7","","x","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other assets","Dollars","81","thousands","3","v122615481","1.2.8","","x","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total liabilities and capital","Dollars","81","thousands","3","v122615482","1.2.9","37833311","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total liabilities","Dollars","81","thousands","3","v122615483","1.2.10","35280337","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","Current liabilities","Dollars","81","thousands","3","v122615484","1.2.11","10271722","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616445","1.2.12","223625","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615485","1.2.13","17360804","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","Deferred income taxes","Dollars","81","thousands","3","v122615486","1.2.14","1073057","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other liabillities","Dollars","81","thousands","3","v122615487","1.2.15","6351129","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total shareholders equity","Dollars","81","thousands","3","v122615488","1.2.16","2552974","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","Number of carriers included","Number","223","units","0","v122615489","1.2.17","25","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","Capital stock","Dollars","81","thousands","3","v122615490","1.2.18","4715365","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","Retained earnings","Dollars","81","thousands","3","v122615491","1.2.19","-2699454","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other items","Dollars","81","thousands","3","v122615492","1.2.20","537064","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","Total assets","Dollars","81","thousands","3","v122615493","1.3.1","1691974","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","Current assets","Dollars","81","thousands","3","v122615494","1.3.2","511126","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","All other financial assets","Dollars","81","thousands","3","v122615495","1.3.3","","x","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","Operating property and equipment","Dollars","81","thousands","3","v122615496","1.3.4","1369070","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615497","1.3.5","446509","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","Non-operating property and equipment","Dollars","81","thousands","3","v122615498","1.3.6","45489","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615499","1.3.7","","x","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","All other assets","Dollars","81","thousands","3","v122615500","1.3.8","37336","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","Total liabilities and capital","Dollars","81","thousands","3","v122615501","1.3.9","1691974","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","Total liabilities","Dollars","81","thousands","3","v122615502","1.3.10","1125428","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","Current liabilities","Dollars","81","thousands","3","v122615503","1.3.11","455296","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616446","1.3.12","154914","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615504","1.3.13","425984","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","Deferred income taxes","Dollars","81","thousands","3","v122615505","1.3.14","72846","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","All other liabillities","Dollars","81","thousands","3","v122615506","1.3.15","16388","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","Total shareholders equity","Dollars","81","thousands","3","v122615507","1.3.16","566546","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","Number of carriers included","Number","223","units","0","v122615508","1.3.17","73","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","Capital stock","Dollars","81","thousands","3","v122615509","1.3.18","332130","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","Retained earnings","Dollars","81","thousands","3","v122615510","1.3.19","165551","","","","0"
"2020","Canada","2016A000011124","Canadian air carriers, Level III","All other items","Dollars","81","thousands","3","v122615511","1.3.20","68865","","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total assets","Dollars","81","thousands","3","v122615455","1.1.1","40984102","","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Current assets","Dollars","81","thousands","3","v122615456","1.1.2","12798769","","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other financial assets","Dollars","81","thousands","3","v122615457","1.1.3","","x","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Operating property and equipment","Dollars","81","thousands","3","v122615458","1.1.4","34728244","","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615459","1.1.5","15105236","","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Non-operating property and equipment","Dollars","81","thousands","3","v122615460","1.1.6","2025316","","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615461","1.1.7","","x","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other assets","Dollars","81","thousands","3","v122615462","1.1.8","","x","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total liabilities and capital","Dollars","81","thousands","3","v122615463","1.1.9","40984102","","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total liabilities","Dollars","81","thousands","3","v122615464","1.1.10","41371221","","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Current liabilities","Dollars","81","thousands","3","v122615465","1.1.11","11192717","","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Advances from associated companies and/or shareholders","Dollars","81","thousands","3","v122616444","1.1.12","","x","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Long-term debt and other non-current liabilities","Dollars","81","thousands","3","v122615466","1.1.13","22687942","","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Deferred income taxes","Dollars","81","thousands","3","v122615467","1.1.14","532619","","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other liabillities","Dollars","81","thousands","3","v122615468","1.1.15","","x","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total shareholders equity","Dollars","81","thousands","3","v122615469","1.1.16","-387119","","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Number of carriers included","Number","223","units","0","v122615470","1.1.17","97","","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Capital stock","Dollars","81","thousands","3","v122615471","1.1.18","6268969","","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Retained earnings","Dollars","81","thousands","3","v122615472","1.1.19","-6983260","","","","0"
"2021","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other items","Dollars","81","thousands","3","v122615473","1.1.20","327173","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total assets","Dollars","81","thousands","3","v122615474","1.2.1","38931065","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","Current assets","Dollars","81","thousands","3","v122615475","1.2.2","12167032","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other financial assets","Dollars","81","thousands","3","v122615476","1.2.3","","x","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","Operating property and equipment","Dollars","81","thousands","3","v122615477","1.2.4","33060295","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","Less: accumulated depreciation and amortization","Dollars","81","thousands","3","v122615478","1.2.5","14552386","","","","0"
"2021","Canada","2016A000011124","Canadian air carriers, Levels I and II","Non-operating property and equipment","Dollars","81","thousands","3","v122615479","1.2.6","","x","","","0"
