"REF_DATE","GEO","DGUID","Air carrier levels","Operating revenue and expenses","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Goods, scheduled services","Dollars","81","thousands","3","v122615353","1.2.4","1295617","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, charter services","Dollars","81","thousands","3","v122615354","1.2.5","576806","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Passengers, charter services","Dollars","81","thousands","3","v122615355","1.2.6","496618","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Goods, charter services","Dollars","81","thousands","3","v122615356","1.2.7","80188","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other flight - related revenue","Dollars","81","thousands","3","v122615357","1.2.8","150764","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other revenue","Dollars","81","thousands","3","v122615358","1.2.9","1144953","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, operating expenses","Dollars","81","thousands","3","v122615359","1.2.10","22072046","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Maintenance, ground property and equipment","Dollars","81","thousands","3","v122615360","1.2.11","115548","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Aircraft operations","Dollars","81","thousands","3","v122615361","1.2.12","9630930","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Maintenance, flight equipment","Dollars","81","thousands","3","v122615362","1.2.13","2918028","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Depreciation","Dollars","81","thousands","3","v122615363","1.2.14","1569676","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other expenses","Dollars","81","thousands","3","v122615364","1.2.15","7837865","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Net income (loss)","Dollars","81","thousands","3","v122615365","1.2.16","2576251","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Operating income (loss), net","Dollars","81","thousands","3","v122615366","1.2.17","2159831","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Non-operating income (loss), net","Dollars","81","thousands","3","v122615367","1.2.18","","x","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Interest and discount income","Dollars","81","thousands","3","v122615368","1.2.19","","x","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Interest expenses","Dollars","81","thousands","3","v122615369","1.2.20","383127","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other non-operating income (loss), net","Dollars","81","thousands","3","v122615370","1.2.21","83800","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Provision for income taxes","Dollars","81","thousands","3","v122615371","1.2.22","","x","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Levels I and II","Income (loss) before provision for income taxes","Dollars","81","thousands","3","v122615372","1.2.23","","x","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Total, operating revenue, scheduled and charter services","Dollars","81","thousands","3","v122615373","1.3.1","1316759","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Total, scheduled services","Dollars","81","thousands","3","v122615374","1.3.2","281377","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Passengers, scheduled services","Dollars","81","thousands","3","v122615375","1.3.3","242120","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Goods, scheduled services","Dollars","81","thousands","3","v122615376","1.3.4","39257","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Total, charter services","Dollars","81","thousands","3","v122615377","1.3.5","718425","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Passengers, charter services","Dollars","81","thousands","3","v122615378","1.3.6","657773","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Goods, charter services","Dollars","81","thousands","3","v122615379","1.3.7","60652","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","All other flight - related revenue","Dollars","81","thousands","3","v122615380","1.3.8","74680","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","All other revenue","Dollars","81","thousands","3","v122615381","1.3.9","242277","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Total, operating expenses","Dollars","81","thousands","3","v122615382","1.3.10","1223241","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Maintenance, ground property and equipment","Dollars","81","thousands","3","v122615383","1.3.11","38257","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Aircraft operations","Dollars","81","thousands","3","v122615384","1.3.12","646527","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Maintenance, flight equipment","Dollars","81","thousands","3","v122615385","1.3.13","194825","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Depreciation","Dollars","81","thousands","3","v122615386","1.3.14","80555","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","All other expenses","Dollars","81","thousands","3","v122615387","1.3.15","263078","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Net income (loss)","Dollars","81","thousands","3","v122615388","1.3.16","153742","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Operating income (loss), net","Dollars","81","thousands","3","v122615389","1.3.17","93518","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Non-operating income (loss), net","Dollars","81","thousands","3","v122615390","1.3.18","78614","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Interest and discount income","Dollars","81","thousands","3","v122615391","1.3.19","491","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Interest expenses","Dollars","81","thousands","3","v122615392","1.3.20","9250","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","All other non-operating income (loss), net","Dollars","81","thousands","3","v122615393","1.3.21","87373","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Provision for income taxes","Dollars","81","thousands","3","v122615394","1.3.22","18390","","","","0"
"2017","Canada","2016A000011124","Canadian air carriers, Level III","Income (loss) before provision for income taxes","Dollars","81","thousands","3","v122615395","1.3.23","172132","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, operating revenue, scheduled and charter services","Dollars","81","thousands","3","v122615327","1.1.1","27970817","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, scheduled services","Dollars","81","thousands","3","v122615328","1.1.2","24992377","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Passengers, scheduled services","Dollars","81","thousands","3","v122615329","1.1.3","23479612","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Goods, scheduled services","Dollars","81","thousands","3","v122615330","1.1.4","1512765","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, charter services","Dollars","81","thousands","3","v122615331","1.1.5","1384161","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Passengers, charter services","Dollars","81","thousands","3","v122615332","1.1.6","1183020","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Goods, charter services","Dollars","81","thousands","3","v122615333","1.1.7","201141","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other flight - related revenue","Dollars","81","thousands","3","v122615334","1.1.8","355066","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other revenue","Dollars","81","thousands","3","v122615335","1.1.9","1239214","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, operating expenses","Dollars","81","thousands","3","v122615336","1.1.10","26143574","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Maintenance, ground property and equipment","Dollars","81","thousands","3","v122615337","1.1.11","181116","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Aircraft operations","Dollars","81","thousands","3","v122615338","1.1.12","12113267","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Maintenance, flight equipment","Dollars","81","thousands","3","v122615339","1.1.13","3103122","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Depreciation","Dollars","81","thousands","3","v122615340","1.1.14","2031290","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other expenses","Dollars","81","thousands","3","v122615341","1.1.15","8714779","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Net income (loss)","Dollars","81","thousands","3","v122615342","1.1.16","863533","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Operating income (loss), net","Dollars","81","thousands","3","v122615343","1.1.17","1827243","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Non-operating income (loss), net","Dollars","81","thousands","3","v122615344","1.1.18","-661516","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Interest and discount income","Dollars","81","thousands","3","v122615345","1.1.19","","x","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Interest expenses","Dollars","81","thousands","3","v122615346","1.1.20","","x","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other non-operating income (loss), net","Dollars","81","thousands","3","v122615347","1.1.21","-309111","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Provision for income taxes","Dollars","81","thousands","3","v122615348","1.1.22","302194","","","","0"
"2018","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Income (loss) before provision for income taxes","Dollars","81","thousands","3","v122615349","1.1.23","1165727","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, operating revenue, scheduled and charter services","Dollars","81","thousands","3","v122615350","1.2.1","26550094","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, scheduled services","Dollars","81","thousands","3","v122615351","1.2.2","24666715","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Passengers, scheduled services","Dollars","81","thousands","3","v122615352","1.2.3","23199015","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Goods, scheduled services","Dollars","81","thousands","3","v122615353","1.2.4","1467699","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, charter services","Dollars","81","thousands","3","v122615354","1.2.5","717695","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Passengers, charter services","Dollars","81","thousands","3","v122615355","1.2.6","582207","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Goods, charter services","Dollars","81","thousands","3","v122615356","1.2.7","135488","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other flight - related revenue","Dollars","81","thousands","3","v122615357","1.2.8","168095","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other revenue","Dollars","81","thousands","3","v122615358","1.2.9","997589","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, operating expenses","Dollars","81","thousands","3","v122615359","1.2.10","24780642","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Maintenance, ground property and equipment","Dollars","81","thousands","3","v122615360","1.2.11","130009","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Aircraft operations","Dollars","81","thousands","3","v122615361","1.2.12","11390928","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Maintenance, flight equipment","Dollars","81","thousands","3","v122615362","1.2.13","2892289","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Depreciation","Dollars","81","thousands","3","v122615363","1.2.14","1934116","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other expenses","Dollars","81","thousands","3","v122615364","1.2.15","8433301","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Net income (loss)","Dollars","81","thousands","3","v122615365","1.2.16","766714","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Operating income (loss), net","Dollars","81","thousands","3","v122615366","1.2.17","1769452","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Non-operating income (loss), net","Dollars","81","thousands","3","v122615367","1.2.18","-716609","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Interest and discount income","Dollars","81","thousands","3","v122615368","1.2.19","","x","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Interest expenses","Dollars","81","thousands","3","v122615369","1.2.20","","x","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other non-operating income (loss), net","Dollars","81","thousands","3","v122615370","1.2.21","-382676","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Provision for income taxes","Dollars","81","thousands","3","v122615371","1.2.22","286129","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Levels I and II","Income (loss) before provision for income taxes","Dollars","81","thousands","3","v122615372","1.2.23","1052842","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Total, operating revenue, scheduled and charter services","Dollars","81","thousands","3","v122615373","1.3.1","1420724","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Total, scheduled services","Dollars","81","thousands","3","v122615374","1.3.2","325662","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Passengers, scheduled services","Dollars","81","thousands","3","v122615375","1.3.3","280596","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Goods, scheduled services","Dollars","81","thousands","3","v122615376","1.3.4","45066","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Total, charter services","Dollars","81","thousands","3","v122615377","1.3.5","666466","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Passengers, charter services","Dollars","81","thousands","3","v122615378","1.3.6","600813","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Goods, charter services","Dollars","81","thousands","3","v122615379","1.3.7","65653","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","All other flight - related revenue","Dollars","81","thousands","3","v122615380","1.3.8","186971","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","All other revenue","Dollars","81","thousands","3","v122615381","1.3.9","241625","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Total, operating expenses","Dollars","81","thousands","3","v122615382","1.3.10","1362932","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Maintenance, ground property and equipment","Dollars","81","thousands","3","v122615383","1.3.11","51107","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Aircraft operations","Dollars","81","thousands","3","v122615384","1.3.12","722339","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Maintenance, flight equipment","Dollars","81","thousands","3","v122615385","1.3.13","210833","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Depreciation","Dollars","81","thousands","3","v122615386","1.3.14","97174","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","All other expenses","Dollars","81","thousands","3","v122615387","1.3.15","281479","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Net income (loss)","Dollars","81","thousands","3","v122615388","1.3.16","96819","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Operating income (loss), net","Dollars","81","thousands","3","v122615389","1.3.17","57792","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Non-operating income (loss), net","Dollars","81","thousands","3","v122615390","1.3.18","55093","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Interest and discount income","Dollars","81","thousands","3","v122615391","1.3.19","998","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Interest expenses","Dollars","81","thousands","3","v122615392","1.3.20","19471","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","All other non-operating income (loss), net","Dollars","81","thousands","3","v122615393","1.3.21","73566","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Provision for income taxes","Dollars","81","thousands","3","v122615394","1.3.22","16065","","","","0"
"2018","Canada","2016A000011124","Canadian air carriers, Level III","Income (loss) before provision for income taxes","Dollars","81","thousands","3","v122615395","1.3.23","112884","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, operating revenue, scheduled and charter services","Dollars","81","thousands","3","v122615327","1.1.1","29511164","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, scheduled services","Dollars","81","thousands","3","v122615328","1.1.2","26045236","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Passengers, scheduled services","Dollars","81","thousands","3","v122615329","1.1.3","24538272","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Goods, scheduled services","Dollars","81","thousands","3","v122615330","1.1.4","1506964","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, charter services","Dollars","81","thousands","3","v122615331","1.1.5","1439113","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Passengers, charter services","Dollars","81","thousands","3","v122615332","1.1.6","1230515","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Goods, charter services","Dollars","81","thousands","3","v122615333","1.1.7","208598","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other flight - related revenue","Dollars","81","thousands","3","v122615334","1.1.8","328458","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other revenue","Dollars","81","thousands","3","v122615335","1.1.9","1698357","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, operating expenses","Dollars","81","thousands","3","v122615336","1.1.10","27352625","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Maintenance, ground property and equipment","Dollars","81","thousands","3","v122615337","1.1.11","210571","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Aircraft operations","Dollars","81","thousands","3","v122615338","1.1.12","11611299","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Maintenance, flight equipment","Dollars","81","thousands","3","v122615339","1.1.13","3130977","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Depreciation","Dollars","81","thousands","3","v122615340","1.1.14","2949329","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other expenses","Dollars","81","thousands","3","v122615341","1.1.15","9450448","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Net income (loss)","Dollars","81","thousands","3","v122615342","1.1.16","1902763","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Operating income (loss), net","Dollars","81","thousands","3","v122615343","1.1.17","2158540","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Non-operating income (loss), net","Dollars","81","thousands","3","v122615344","1.1.18","94695","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Interest and discount income","Dollars","81","thousands","3","v122615345","1.1.19","","x","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Interest expenses","Dollars","81","thousands","3","v122615346","1.1.20","","x","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","All other non-operating income (loss), net","Dollars","81","thousands","3","v122615347","1.1.21","","x","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Provision for income taxes","Dollars","81","thousands","3","v122615348","1.1.22","350472","","","","0"
"2019","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Income (loss) before provision for income taxes","Dollars","81","thousands","3","v122615349","1.1.23","2253235","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, operating revenue, scheduled and charter services","Dollars","81","thousands","3","v122615350","1.2.1","27896861","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, scheduled services","Dollars","81","thousands","3","v122615351","1.2.2","25653644","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Passengers, scheduled services","Dollars","81","thousands","3","v122615352","1.2.3","24230260","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Goods, scheduled services","Dollars","81","thousands","3","v122615353","1.2.4","1423383","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, charter services","Dollars","81","thousands","3","v122615354","1.2.5","734914","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Passengers, charter services","Dollars","81","thousands","3","v122615355","1.2.6","593439","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Goods, charter services","Dollars","81","thousands","3","v122615356","1.2.7","141475","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other flight - related revenue","Dollars","81","thousands","3","v122615357","1.2.8","155721","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other revenue","Dollars","81","thousands","3","v122615358","1.2.9","1352583","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Total, operating expenses","Dollars","81","thousands","3","v122615359","1.2.10","25798837","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Maintenance, ground property and equipment","Dollars","81","thousands","3","v122615360","1.2.11","174924","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Aircraft operations","Dollars","81","thousands","3","v122615361","1.2.12","10819159","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Maintenance, flight equipment","Dollars","81","thousands","3","v122615362","1.2.13","2918951","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Depreciation","Dollars","81","thousands","3","v122615363","1.2.14","2832271","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other expenses","Dollars","81","thousands","3","v122615364","1.2.15","9053531","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Net income (loss)","Dollars","81","thousands","3","v122615365","1.2.16","1817002","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Operating income (loss), net","Dollars","81","thousands","3","v122615366","1.2.17","2098024","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Non-operating income (loss), net","Dollars","81","thousands","3","v122615367","1.2.18","","x","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Interest and discount income","Dollars","81","thousands","3","v122615368","1.2.19","","x","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Interest expenses","Dollars","81","thousands","3","v122615369","1.2.20","","x","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","All other non-operating income (loss), net","Dollars","81","thousands","3","v122615370","1.2.21","","x","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Provision for income taxes","Dollars","81","thousands","3","v122615371","1.2.22","","x","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Levels I and II","Income (loss) before provision for income taxes","Dollars","81","thousands","3","v122615372","1.2.23","","x","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Total, operating revenue, scheduled and charter services","Dollars","81","thousands","3","v122615373","1.3.1","1614303","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Total, scheduled services","Dollars","81","thousands","3","v122615374","1.3.2","391592","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Passengers, scheduled services","Dollars","81","thousands","3","v122615375","1.3.3","308012","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Goods, scheduled services","Dollars","81","thousands","3","v122615376","1.3.4","83581","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Total, charter services","Dollars","81","thousands","3","v122615377","1.3.5","704199","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Passengers, charter services","Dollars","81","thousands","3","v122615378","1.3.6","637076","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Goods, charter services","Dollars","81","thousands","3","v122615379","1.3.7","67123","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","All other flight - related revenue","Dollars","81","thousands","3","v122615380","1.3.8","172737","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","All other revenue","Dollars","81","thousands","3","v122615381","1.3.9","345775","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Total, operating expenses","Dollars","81","thousands","3","v122615382","1.3.10","1553787","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Maintenance, ground property and equipment","Dollars","81","thousands","3","v122615383","1.3.11","35646","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Aircraft operations","Dollars","81","thousands","3","v122615384","1.3.12","792140","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Maintenance, flight equipment","Dollars","81","thousands","3","v122615385","1.3.13","212026","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Depreciation","Dollars","81","thousands","3","v122615386","1.3.14","117058","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","All other expenses","Dollars","81","thousands","3","v122615387","1.3.15","396917","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Net income (loss)","Dollars","81","thousands","3","v122615388","1.3.16","85761","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Operating income (loss), net","Dollars","81","thousands","3","v122615389","1.3.17","60516","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Non-operating income (loss), net","Dollars","81","thousands","3","v122615390","1.3.18","","x","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Interest and discount income","Dollars","81","thousands","3","v122615391","1.3.19","635","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Interest expenses","Dollars","81","thousands","3","v122615392","1.3.20","15386","","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","All other non-operating income (loss), net","Dollars","81","thousands","3","v122615393","1.3.21","","x","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Provision for income taxes","Dollars","81","thousands","3","v122615394","1.3.22","","x","","","0"
"2019","Canada","2016A000011124","Canadian air carriers, Level III","Income (loss) before provision for income taxes","Dollars","81","thousands","3","v122615395","1.3.23","","x","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, operating revenue, scheduled and charter services","Dollars","81","thousands","3","v122615327","1.1.1","12148527","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, scheduled services","Dollars","81","thousands","3","v122615328","1.1.2","9092230","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Passengers, scheduled services","Dollars","81","thousands","3","v122615329","1.1.3","7676285","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Goods, scheduled services","Dollars","81","thousands","3","v122615330","1.1.4","1415945","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Total, charter services","Dollars","81","thousands","3","v122615331","1.1.5","1656729","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Passengers, charter services","Dollars","81","thousands","3","v122615332","1.1.6","1000385","","","","0"
"2020","Canada","2016A000011124","Total, Canadian air carriers, Levels I to III","Goods, charter services","Dollars","81","thousands","3","v122615333","1.1.7","656344","","","","0"
